Neuron_ID,Database,Tau
478,X-NAOMi-GCaMP6f-simulated,97.0941975792775
479,X-NAOMi-GCaMP6f-simulated,82.75486701438669
480,X-NAOMi-GCaMP6f-simulated,149.28503659331824
481,X-NAOMi-GCaMP6f-simulated,76.48650020882366
482,X-NAOMi-GCaMP6f-simulated,140.8183360932499
483,X-NAOMi-GCaMP6f-simulated,192.91230698531095
484,X-NAOMi-GCaMP6f-simulated,204.41356850047987
485,X-NAOMi-GCaMP6f-simulated,143.67942157460945
486,X-NAOMi-GCaMP6f-simulated,71.97046160370702
487,X-NAOMi-GCaMP6f-simulated,91.8248218290844
488,X-NAOMi-GCaMP6f-simulated,150.31014656207373
489,X-NAOMi-GCaMP6f-simulated,186.76823147961818
490,X-NAOMi-GCaMP6f-simulated,84.14429072397682
491,X-NAOMi-GCaMP6f-simulated,158.482803960829
492,X-NAOMi-GCaMP6f-simulated,86.21070780075263
493,X-NAOMi-GCaMP6f-simulated,189.38355711564714
494,X-NAOMi-GCaMP6f-simulated,90.10347754487405
495,X-NAOMi-GCaMP6f-simulated,178.98038318365667
496,X-NAOMi-GCaMP6f-simulated,73.98782615279121
497,X-NAOMi-GCaMP6f-simulated,114.43920330271418
498,X-NAOMi-GCaMP6f-simulated,76.95042950699685
499,X-NAOMi-GCaMP6f-simulated,135.2886440658095
500,X-NAOMi-GCaMP6f-simulated,236.62604659482045
501,X-NAOMi-GCaMP6f-simulated,185.312453079795
